,Symbol,name_a,price,changesPercentage,change_a,yearHigh,yearLow,priceAvg50,priceAvg200,Name,Change,%_Change,50_Day_Avg,200_Day_Avg,fund_extended_name,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,f_size,net_annual_expense_ratio_fund,price_earnings,price_book,morningstar_return_rating,fund_return_1month,fund_return_3months,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_2018,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,morningstar_risk_rating,fund_alpha_3years,fund_beta_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
1138,HSPCX,Emerald Growth Fund Class C,21.02,-1.78,-0.38,23.28,13.62,18.888529000000002,20.098087,Emerald Growth Fund Class C,-0.38,-1.78,18.89,20.1,Emerald Growth Fund Class C,Emerald,1330.0,20.56,0.0,3,2000-07-02,Growth,Small,1.68,24.27,2.95,3.0,-1.04,20.56,7.98,16.26,8.64,17.16,-12.42,1.86,98.14,0.0,0.0,0.0,0.0,3.57,15.97,9.8,1.23,6.87,22.45,0.38,3.02,1.22,10.8,24.68,4.0,-1.04,1.37,69.87,17.56,0.88,10.96
1139,HSVRX,Harbor Small Cap Value Fund Administrative Class,29.36,-2.1,-0.63,35.67,20.62,26.666176,30.645882,Harbor Small Cap Value Fund Administrative Class,-0.63,-2.1,26.67,30.65,Harbor Small Cap Value Fund Administrative Class,Harbor,1450.0,13.13,0.12,3,2002-10-31,Blend,Small,1.13,15.69,1.9,3.0,-2.92,13.13,-3.25,11.29,7.59,15.17,-16.18,3.81,96.19,0.0,0.0,0.0,0.0,2.75,6.21,23.43,5.33,0.35,4.56,1.41,0.0,3.91,25.45,26.58,3.0,-4.75,1.28,77.7,15.6,0.68,7.8
1140,RBRCX,RBC Small Cap Core Fund Class R6,26.97,-2.53,-0.7,33.9,17.66,23.885588000000002,28.084558,RBC Small Cap Core Fund Class R6,-0.7,-2.53,23.89,28.08,RBC Small Cap Core Fund Class R6,RBC Global Asset Management.,167.29,13.26,0.0,1,2016-11-20,Blend,Small,0.87,14.27,1.65,2.0,-4.2,13.26,-13.17,5.65,2.49,14.5,-25.63,0.57,99.43,0.0,0.0,0.0,0.0,5.53,21.31,11.03,1.47,5.54,9.16,1.0,2.59,3.63,25.78,12.96,5.0,-10.98,1.41,64.05,18.92,0.32,3.09
1141,VMNVX,Vanguard Global Minimum Volatility Fund Admiral Shares,25.45,0.43,0.11,30.35,20.3,24.579705999999998,27.193161,Vanguard Global Minimum Volatility Fund Admiral Shares,0.11,0.43,24.58,27.19,Vanguard Global Minimum Volatility Fund Admiral Shares,Vanguard,3540.0,10.24,2.19,5,2013-12-11,Blend,Large,0.15,15.56,1.85,4.0,2.17,10.24,9.19,10.16,9.91,0.0,-1.73,1.55,97.99,0.02,0.43,0.0,0.0,2.98,12.44,12.89,14.64,13.53,8.08,7.62,7.87,1.29,12.73,5.93,1.0,5.35,0.47,45.47,7.44,1.17,18.68
1142,MIPIX,Matthews Asia Dividend Fund Institutional Class,15.78,-0.19,-0.029999,17.95,12.71,15.166765,16.131618,Matthews Asia Dividend Fund Institutional Class,-0.03,-0.19,15.17,16.13,Matthews Asia Dividend Fund Institutional Class,Matthews Asia Funds,6370.0,7.16,1.95,3,2010-10-28,Blend,Large,0.91,13.56,1.69,4.0,-0.99,7.16,-5.7,8.69,6.84,12.38,-12.63,1.03,98.97,0.0,0.0,0.0,0.0,3.37,25.46,7.85,1.66,20.01,1.33,6.48,8.51,2.47,10.01,12.86,2.0,1.78,0.83,67.12,10.71,0.71,8.9
1143,WMMAX,TETON Westwood Mighty Mites Fund Class A,19.93,-2.16,-0.44,25.63,15.17,18.226470000000003,21.836103,TETON Westwood Mighty Mites Fund Class A,-0.44,-2.16,18.23,21.84,TETON Westwood Mighty Mites Fund Class A,Teton Westwood Funds,1130.0,9.53,0.0,3,2001-11-25,Growth,Small,1.65,14.95,1.57,2.0,-3.09,9.53,-3.42,9.61,4.35,13.34,-13.94,11.72,81.68,5.89,0.02,0.67,0.02,8.37,24.46,8.97,2.05,5.43,8.02,2.25,3.4,0.63,28.05,8.38,1.0,-2.51,0.94,57.71,13.23,0.66,8.86
1144,FBGKX,Fidelity Blue Chip Growth Fund Class K,117.34,-0.53,-0.6299899999999999,120.9,81.9,108.515,106.10095,Fidelity Blue Chip Growth Fund Class K,-0.63,-0.53,108.51,106.1,Fidelity Blue Chip Growth Fund Class K,Fidelity Investments,26890.0,16.47,0.19,5,2008-05-08,Growth,Large,0.62,22.55,4.44,5.0,2.63,16.47,14.35,19.61,14.36,19.37,1.16,0.0,94.49,0.0,0.35,5.16,0.0,0.72,25.58,7.67,0.04,4.24,12.89,0.03,0.4,0.96,3.43,44.04,4.0,4.96,1.05,73.37,13.18,1.33,17.42
1145,PASVX,T. Rowe Price Small-Cap Value Fund Advisor Class,38.76,-1.87,-0.74,49.24,28.52,35.459705,41.926544,T. Rowe Price Small-Cap Value Fund Advisor Class,-0.74,-1.87,35.46,41.93,T. Rowe Price Small-Cap Value Fund Advisor Class,T. Rowe Price,9580.0,12.7,0.0,3,2000-03-30,Blend,Small,1.25,17.67,1.65,3.0,-2.1,12.7,1.4,11.97,6.36,14.76,-11.57,1.83,98.17,0.0,0.0,0.0,0.0,4.5,8.07,23.79,11.47,5.88,6.87,7.34,1.48,4.39,14.9,11.31,2.0,-2.3,1.12,68.51,14.44,0.77,9.58
1146,HNVRX,Harbor Small Cap Value Fund Retirement Class,29.55,-2.12,-0.639999,35.86,20.74,26.833529,30.832426,Harbor Small Cap Value Fund Retirement Class,-0.64,-2.12,26.83,30.83,Harbor Small Cap Value Fund Retirement Class,Harbor,1450.0,13.21,0.44,3,2016-02-29,Blend,Small,0.8,15.69,1.9,3.0,-2.87,13.21,-2.93,11.65,7.9,15.48,-15.92,3.81,96.19,0.0,0.0,0.0,0.0,2.75,6.21,23.43,5.33,0.35,4.56,1.41,0.0,3.91,25.45,26.58,3.0,-4.41,1.28,77.64,15.58,0.7,8.09
1147,FMIJX,FMI International Fund Investor Class,25.64,0.04,0.01,32.96,20.59,24.389706,28.6675,FMI International Fund Investor Class,0.01,0.04,24.39,28.67,FMI International Fund,FMI Funds,7000.0,8.38,4.14,5,2010-12-30,Blend,Large,0.9,14.41,1.81,4.0,0.88,8.38,1.48,7.02,5.74,0.0,-9.46,59.19,40.81,0.0,0.0,0.0,0.0,3.97,21.46,6.13,0.0,15.59,2.73,0.0,4.16,2.58,32.02,11.36,1.0,1.55,0.6,70.32,7.56,0.76,9.52
1148,JHQPX,JPMorgan Hedged Equity Fund Class R5,21.76,-0.18,-0.040001,22.0,17.86,21.27,21.018677,JPMorgan Hedged Equity Fund Class R5,-0.04,-0.18,21.27,21.02,JPMorgan Hedged Equity Fund Class R5,JPMorgan,4140.0,3.94,1.29,5,2013-12-12,Blend,Large,0.45,16.29,2.65,5.0,0.2,3.94,5.32,8.59,6.45,0.0,-0.51,3.92,96.08,0.0,0.0,0.0,0.0,2.63,13.23,16.01,2.25,6.14,15.01,3.24,3.7,5.32,11.7,20.78,3.0,2.34,0.4,74.5,4.87,1.44,18.44
1149,PARWX,Parnassus Endeavor Fund Investor Shares,33.31,-2.74,-0.94,40.18,25.23,31.273234999999996,34.813159999999996,Parnassus Endeavor Fund Investor Shares,-0.94,-2.74,31.27,34.81,Parnassus Endeavor Fund Investor Shares,Parnassus,4230.0,18.43,1.4,5,2005-04-28,Blend,Large,0.92,11.72,3.21,5.0,0.15,18.43,5.06,13.94,12.16,18.11,-13.49,10.84,89.16,0.0,0.0,0.0,0.0,0.0,13.19,14.87,0.0,0.0,22.52,0.0,0.0,0.0,6.29,43.14,5.0,-3.35,1.37,84.18,16.0,0.82,9.24
1150,FAIGX,Fidelity Advisor Balanced Fund Class M,22.29,-0.31,-0.07,23.73,17.46,21.188236,21.76375,Fidelity Advisor Balanced Fund Class M,-0.07,-0.31,21.19,21.76,Fidelity Advisor Balanced Fund Class M,Fidelity Investments,3550.0,10.36,0.93,4,1987-01-05,Blend,Large,1.12,15.37,2.52,4.0,1.42,10.36,5.34,9.12,6.91,11.29,-4.64,5.8,63.15,28.86,2.09,0.08,0.0,2.41,11.84,14.37,2.19,7.06,15.73,3.03,3.42,5.08,8.65,26.21,4.0,-0.5,1.24,93.53,7.87,0.98,6.3
1151,NEAGX,Needham Aggressive Growth Fund Retail Class,22.63,-1.74,-0.399999,23.34,15.83,20.900589,20.859045000000002,Needham Aggressive Growth Fund Retail Class,-0.4,-1.74,20.9,20.86,Needham Aggressive Growth Fund Retail Class,Needham,44.7,16.79,0.0,1,2001-09-03,Growth,Small,2.63,6.55,2.62,1.0,0.56,16.79,-0.94,8.51,5.97,13.09,-15.8,0.19,99.82,0.0,0.0,0.0,0.0,4.5,5.08,0.0,2.03,0.0,2.03,0.0,0.0,0.0,6.36,80.0,2.0,-4.14,1.01,51.85,15.04,0.53,7.15
1152,FAMVX,FAM Value Fund Investor Class,71.64,-0.49,-0.35,86.65,52.67,67.05646999999999,75.11963,FAM Value Fund Investor Class,-0.35,-0.49,67.06,75.12,FAM Value Fund Investor Class,FAM,1260.0,12.08,0.09,3,1987-01-01,Growth,Large,1.2,19.5,2.83,2.0,0.86,12.08,6.69,10.9,9.03,14.16,-6.18,7.57,92.43,0.0,0.0,0.0,0.0,2.89,19.11,26.32,0.0,2.02,8.78,0.0,0.0,3.03,23.75,14.12,1.0,-1.98,0.97,87.6,11.17,0.87,9.87
1153,CAMIX,Cambiar International Equity Fund Investor Class,21.84,1.96,0.42,27.69,17.0,20.35,23.620148,Cambiar International Equity Fund Investor Class,0.42,1.96,20.35,23.62,Cambiar International Equity Fund Investor Class,Cambiar Funds,2820.0,9.07,0.63,4,2002-09-08,Blend,Large,1.03,12.2,1.37,3.0,-0.59,9.07,-9.97,3.22,1.73,9.85,-18.21,4.0,96.0,0.0,0.0,0.0,0.0,9.84,5.97,25.54,0.0,7.07,10.7,4.74,1.9,7.62,17.6,9.01,2.0,-4.58,1.0,89.95,11.18,0.22,1.92
1154,CTFAX,Columbia Thermostat Fund Class A,17.1,-0.06,-0.01,17.11,13.83,16.564411,15.630294000000001,Columbia Thermostat Fund Class A,-0.01,-0.06,16.56,15.63,Columbia Thermostat Fund Class A,Columbia,698.77,5.99,1.8,5,2003-03-02,Growth,Large,0.85,16.92,2.92,5.0,1.45,5.99,6.07,4.56,3.77,10.53,-0.13,3.32,13.59,82.53,0.0,0.0,0.09,3.35,13.64,14.9,2.88,6.61,14.32,2.37,3.02,4.27,12.48,22.17,4.0,0.64,0.39,69.74,2.87,1.13,8.42
1155,VWIAX,Vanguard Wellesley Income Fund Admiral Shares,65.45,0.14,0.09,67.9,55.62,63.740294999999996,64.92081,Vanguard Wellesley Income Fund Admiral Shares,0.09,0.14,63.74,64.92,Vanguard Wellesley Income Fund Admiral Shares,Vanguard,53640.0,6.76,3.14,4,2001-05-13,Value,Large,0.16,12.97,2.18,4.0,1.87,6.76,6.71,6.15,5.8,9.48,-2.49,1.83,36.9,61.1,0.02,0.0,0.15,3.18,3.71,15.47,1.64,12.2,18.0,9.66,7.04,11.23,7.84,10.04,2.0,0.61,0.63,78.07,4.35,1.1,7.75
1156,FURIX,Fidelity Advisor Simplicity RMD 2015 Fund Class I,59.77,0.18,0.11,59.88,57.89,59.77,59.77,Fidelity Advisor Simplicity RMD 2015 Fund Class I,0.11,0.18,59.77,59.77,Fidelity Advisor Simplicity RMD 2015 Fund Class I,Fidelity Investments,18.33,6.39,1.75,5,2007-08-29,Blend,Large,0.57,14.28,1.81,5.0,1.38,6.39,2.8,7.09,5.13,9.95,-3.79,17.27,35.69,46.56,0.03,0.36,0.07,4.3,12.41,21.54,2.45,6.49,12.27,2.08,2.38,6.84,10.19,19.05,4.0,0.63,0.76,93.66,4.78,1.18,7.62
1157,HCAIX,Harbor Capital Appreciation Fund Investor Class,78.38,0.2,0.16000999999999999,81.71,56.13,73.10323000000001,72.60117,Harbor Capital Appreciation Fund Investor Class,0.16,0.2,73.1,72.6,Harbor Capital Appreciation Fund Investor Class,Harbor,30530.0,17.46,0.0,4,2002-10-31,Growth,Large,1.03,29.33,7.82,4.0,2.24,17.46,11.11,18.06,13.52,16.78,-1.39,0.37,99.63,0.0,0.0,0.0,0.0,0.0,23.62,11.59,1.01,3.83,14.02,0.0,0.76,0.0,7.91,37.26,4.0,2.96,1.11,75.79,13.75,1.19,15.05
1158,TAREX,Third Avenue Real Estate Value Fund Institutional Class,19.57,-1.21,-0.24,29.36,15.09,19.089706,23.204705999999998,Third Avenue Real Estate Value Fund Institutional Class,-0.24,-1.21,19.09,23.2,Third Avenue Real Estate Value Fund Institutional Class,Third Avenue,1330.0,15.84,1.51,2,1998-09-16,Value,Medium,1.12,15.75,0.96,3.0,1.7,15.84,-5.26,6.4,4.35,13.75,-19.91,3.07,96.93,0.0,0.0,0.0,0.0,11.13,13.69,8.66,62.97,0.0,0.0,0.0,0.0,0.0,3.55,0.0,4.0,-4.69,1.11,77.95,12.54,0.45,4.62
1159,SVFKX,Smead Value Fund Class R2,42.07,-2.03,-0.87,52.91,31.24,39.283825,45.32669,Smead Value Fund Class R2,-0.87,-2.03,39.28,45.33,Smead Value Fund Class R2,Smead Funds,1140.0,8.1,0.0,4,2014-11-20,Value,Large,1.44,12.87,2.44,4.0,-0.24,8.1,10.61,12.13,8.83,16.49,-1.96,3.74,96.26,0.0,0.0,0.0,0.0,0.0,30.18,25.09,0.0,13.11,17.46,0.0,3.32,0.0,6.16,4.68,4.0,-0.36,0.94,70.79,11.98,0.91,11.56
1160,TEGAX,Touchstone Mid Cap Growth Fund Class A,31.23,0.22,0.07,34.75,21.28,28.449410999999998,30.310074,Touchstone Mid Cap Growth Fund Class A,0.07,0.22,28.45,30.31,Touchstone Mid Cap Growth Fund Class A,Touchstone,1100.0,21.06,0.0,4,1994-10-02,Growth,Medium,1.3,23.42,3.98,3.0,2.49,21.06,12.77,15.36,10.84,15.87,-3.8,2.63,97.37,0.0,0.0,0.0,0.0,1.18,13.87,6.38,1.58,1.08,12.96,0.0,2.47,4.46,27.11,28.91,3.0,0.45,1.12,86.8,12.92,1.08,12.57
1161,NWQCX,Nuveen NWQ Flexible Income Fund Class C,20.59,0.34,0.07,22.55,17.09,20.040295,21.14397,Nuveen NWQ Flexible Income Fund Class C,0.07,0.34,20.04,21.14,Nuveen NWQ Flexible Income Fund Class C,Nuveen,1110.0,7.42,4.79,4,2009-12-08,Value,Large,1.71,15.01,2.33,5.0,1.52,7.42,2.84,5.46,4.11,0.0,-5.06,3.64,13.24,64.06,0.0,14.5,4.55,1.39,3.36,7.31,11.24,0.0,18.55,31.82,0.0,9.7,5.09,11.54,4.0,-0.38,0.68,71.74,4.9,0.84,6.12
1162,LDVAX,Leland Thomson Reuters Venture Capital Index Fund Class A,23.64,0.55,0.13,25.89,15.83,21.64206,21.297573,Leland Thomson Reuters Venture Capital Index Fund Class A,0.13,0.55,21.64,21.3,Leland Thomson Reuters Venture Capital Index Fund Class A,Leland Funds,94.71,27.9,0.0,5,2014-09-30,Growth,Large,1.76,21.99,5.27,5.0,5.6,27.9,21.26,27.83,0.0,0.0,5.4,6.98,91.21,0.0,1.81,0.0,0.0,0.81,5.47,8.94,0.82,4.24,14.96,0.0,1.16,0.82,10.93,51.86,5.0,6.88,1.62,52.46,24.0,1.1,16.42
1163,TIBGX,Thornburg Investment Income Builder Fund Class R4,18.43,0.05,0.01,23.01,14.81,17.523529999999997,20.204266,Thornburg Investment Income Builder Fund Class R4,0.01,0.05,17.52,20.2,Thornburg Investment Income Builder Fund Class R4,Thornburg,14410.0,6.99,4.02,5,2008-01-31,Value,Large,1.58,12.53,1.57,5.0,1.05,6.99,4.37,7.86,4.0,10.59,-4.91,1.89,88.95,7.93,0.5,0.4,0.33,4.74,4.22,20.15,7.23,5.09,9.45,5.05,16.12,11.79,8.57,7.58,4.0,-0.3,1.03,74.55,7.3,0.9,6.37
1164,VEVCX,Victory Sycamore Established Value Fund Class C,32.98,-1.2,-0.4,40.64,23.32,30.138824,34.851765,Victory Sycamore Established Value Fund Class C,-0.4,-1.2,30.14,34.85,Victory Sycamore Established Value Fund Class C,Victory,10860.0,13.46,0.19,4,2016-02-29,Value,Medium,1.68,14.53,1.99,4.0,0.3,13.46,2.44,10.08,8.47,14.99,-10.95,1.52,98.48,0.0,0.0,0.0,0.0,6.04,14.64,19.69,7.32,9.04,4.26,4.23,0.02,5.21,15.97,13.6,2.0,-3.18,1.02,86.47,11.71,0.77,8.65
1165,PASSX,T. Rowe Price Small-Cap Stock Fund Advisor Class,46.73,-1.35,-0.64,53.76,33.25,42.69294,47.28515,T. Rowe Price Small-Cap Stock Fund Advisor Class,-0.64,-1.35,42.69,47.29,T. Rowe Price Small-Cap Stock Fund Advisor Class,T. Rowe Price,9810.0,17.49,0.0,4,2000-03-30,Growth,Small,1.15,20.05,2.23,4.0,-0.44,17.49,11.36,15.61,9.23,17.83,-3.49,2.68,97.32,0.0,0.0,0.0,0.0,3.05,8.18,16.68,6.69,7.36,15.74,5.49,1.72,1.66,17.23,16.2,2.0,0.98,1.1,73.22,13.85,1.03,12.98
1166,POGRX,PRIMECAP Odyssey Growth Fund,36.67,-0.92,-0.34,42.65,27.41,34.41853,37.644558,PRIMECAP Odyssey Growth Fund,-0.34,-0.92,34.42,37.64,PRIMECAP Odyssey Growth Fund,PRIMECAP Odyssey Funds,13450.0,12.47,0.31,4,2004-10-31,Growth,Large,0.65,13.62,2.73,4.0,-2.13,12.47,-0.61,16.9,12.27,17.53,-4.51,3.32,96.68,0.0,0.0,0.0,0.0,0.52,9.64,9.33,0.0,0.09,32.32,0.0,0.0,1.31,15.81,31.0,5.0,-0.02,1.31,76.46,16.05,0.98,11.93
1167,JDMNX,Janus Henderson Enterprise Fund Class N,133.11,-0.16,-0.21,149.8,92.52,122.62088,132.92508,Janus Henderson Enterprise Fund Class N,-0.21,-0.16,122.62,132.93,Janus Henderson Enterprise Fund Class N,Janus Henderson,19770.0,17.88,0.26,5,2012-07-11,Growth,Medium,0.66,16.2,3.59,5.0,0.54,17.88,11.39,17.34,13.57,18.85,-0.81,5.45,94.32,0.0,0.0,0.23,0.0,0.0,12.36,12.26,5.42,0.0,18.23,0.0,0.0,0.13,19.54,32.06,2.0,3.1,1.04,82.96,12.21,1.27,15.51
1168,ROGSX,Red Oak Technology Select Fund,31.36,-0.6,-0.190001,33.29,23.45,29.712646000000003,30.018896,Red Oak Technology Select Fund,-0.19,-0.6,29.71,30.02,Red Oak Technology Select Fund,Oak Associates,619.1,18.98,0.74,4,1998-12-30,Growth,Large,0.94,17.71,5.09,4.0,3.18,18.98,14.71,24.13,16.87,22.03,1.59,3.08,96.92,0.0,0.0,0.0,0.0,0.0,6.65,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.63,2.0,11.79,1.02,60.26,13.16,1.62,22.39
1169,NSCFX,Nuveen NWQ Small-Cap Value Fund Class R6,35.96,-2.73,-1.009997,48.49,26.04,32.699413,39.790659999999995,Nuveen NWQ Small-Cap Value Fund Class R6,-1.01,-2.73,32.7,39.79,Nuveen NWQ Small-Cap Value Fund Class R6,Nuveen,603.6,13.27,0.0,2,2013-02-14,Blend,Small,0.85,14.04,1.33,2.0,-2.05,13.27,-7.03,7.21,4.94,16.62,-18.86,0.76,98.51,0.0,0.73,0.0,0.0,11.3,12.05,22.74,7.26,3.93,2.15,0.0,0.0,9.67,14.53,16.39,5.0,-8.39,1.29,66.85,16.91,0.42,4.59
1170,RAAIX,Altegris/AACA Opportunistic Real Estate Fund I,17.98,0.39,0.07,20.18,12.51,16.964706,17.53,Altegris/AACA Opportunistic Real Estate Fund I,0.07,0.39,16.96,17.53,Altegris/AACA Opportunistic Real Estate Fund I,Altegris,308.63,22.57,0.21,5,2014-01-07,Growth,Medium,2.34,24.47,2.68,5.0,6.19,22.57,6.34,11.75,10.77,0.0,-18.16,0.31,99.47,0.0,0.0,0.23,0.0,0.0,23.19,0.0,43.35,0.0,0.0,8.73,9.01,0.0,4.95,10.77,5.0,0.32,1.16,49.63,16.55,0.68,9.0
1171,SXMAX,SEI Asset Allocation Trust Moderate Strategy Allocation Fund Class F,17.48,0.17,0.030001,21.46,14.29,16.77853,18.916323000000002,SEI Asset Allocation Trust Moderate Strategy Allocation Fund Class F,0.03,0.17,16.78,18.92,SEI Asset Allocation Trust Moderate Strategy Allocation Fund Class F,SEI,85.3,10.8,2.62,5,2003-11-13,Value,Large,1.31,16.04,2.26,5.0,1.21,10.8,7.32,9.15,7.49,13.8,-4.87,3.68,79.67,16.38,0.02,0.12,0.12,2.14,8.52,13.21,15.83,12.67,11.28,6.62,3.72,3.78,10.33,11.91,2.0,-0.31,1.22,87.19,8.01,0.97,6.44
1172,VIISX,Virtus KAR International Small-Cap Fund Class I,16.98,0.77,0.13,19.37,12.07,15.392057999999999,17.060146,Virtus KAR International Small-Cap Fund Class I,0.13,0.77,15.39,17.06,Virtus KAR International Small-Cap Fund Class I,Virtus,1220.0,11.89,0.64,5,2012-09-04,Growth,Small,1.31,14.0,2.64,5.0,1.07,11.89,-1.14,16.38,8.11,0.0,-6.79,4.24,95.76,0.0,0.0,0.0,0.0,3.91,14.23,9.3,0.0,6.7,5.89,0.0,0.0,2.92,16.27,40.77,3.0,8.41,0.86,77.34,10.32,1.4,17.52
1173,PFPRX,Parnassus Fund Institutional Shares,48.42,0.96,0.46,53.57,35.08,44.899117,47.564705,Parnassus Mid Cap Growth Fund - Institutional,0.46,0.96,44.9,47.56,Parnassus Fund Institutional Shares,Parnassus,944.95,15.23,1.24,2,2015-04-29,Growth,Large,0.69,16.65,3.02,3.0,1.39,15.23,7.85,11.64,8.95,16.1,-9.57,1.82,98.18,0.0,0.0,0.0,0.0,7.8,7.33,19.43,2.0,6.56,15.26,0.0,2.78,0.0,11.88,26.96,4.0,-2.23,1.06,82.26,12.59,0.84,9.73
1174,PEXMX,T. Rowe Price Extended Equity Market Index Fund,26.4,-1.38,-0.37,30.77,18.07,23.884117,26.623822999999998,T. Rowe Price Extended Equity Market Index Fund,-0.37,-1.38,23.88,26.62,T. Rowe Price Extended Equity Market Index Fund,T. Rowe Price,887.72,15.76,1.07,4,1998-01-29,Growth,Medium,0.35,17.66,1.99,4.0,-1.35,15.76,4.66,13.07,7.73,16.46,-9.66,3.37,96.63,0.0,0.0,0.0,0.0,4.76,13.28,14.42,10.4,3.15,11.78,2.65,2.52,3.56,13.22,20.26,4.0,-2.28,1.19,81.12,14.2,0.85,9.88
1175,TGGCX,Touchstone International Growth Opportunities Fund Class C,20.39,0.54,0.110001,22.81,15.58,19.219706,20.416103,Touchstone International Growth Opportunities Fund Class C,0.11,0.54,19.22,20.42,Touchstone International Growth Opportunities Fund Class C,Touchstone,34.58,19.22,0.0,5,2016-08-14,Growth,Large,1.99,22.73,3.78,5.0,3.18,19.22,-7.09,11.14,7.9,0.0,-20.32,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.72,9.44,0.0,18.5,3.12,0.0,0.0,0.0,12.88,43.34,5.0,1.93,1.21,71.38,15.1,0.69,8.17
1176,TMSIX,Thrivent Mid Cap Stock Fund Class S,24.68,-0.68,-0.17,28.95,17.18,22.298235000000002,25.091839,Thrivent Mid Cap Stock Fund Class S,-0.17,-0.68,22.3,25.09,Thrivent Mid Cap Stock Fund Class S,Thrivent Funds,2140.0,14.27,0.38,5,1997-12-28,Blend,Medium,0.72,13.68,1.95,5.0,-0.79,14.27,3.15,15.84,10.95,16.92,-10.39,9.12,90.19,0.0,0.7,0.0,0.0,1.74,14.24,22.02,7.89,3.68,9.54,3.5,1.49,4.41,17.59,13.89,4.0,1.68,1.05,75.76,12.94,1.1,13.84
1177,PBFBX,PGIM Balanced Fund- Class B,15.12,-0.33,-0.05,16.62,12.19,14.479412,15.340074,PGIM Balanced Fund- Class B,-0.05,-0.33,14.48,15.34,PGIM Balanced Fund- Class B,PGIM Funds (Prudential),638.33,8.41,0.46,3,1996-11-06,Blend,Large,2.03,13.98,2.24,3.0,1.09,8.41,3.11,6.58,5.56,9.88,-6.38,1.52,46.12,51.71,0.04,0.02,0.11,3.33,11.37,12.8,2.87,8.09,14.98,3.31,4.25,5.5,10.53,22.97,3.0,-2.04,1.11,93.36,7.02,0.76,4.77
1178,JDVSX,JPMorgan Diversified Fund Class I,15.24,0.07,0.01,17.31,12.43,14.565883,15.583383,JPMorgan Diversified Fund Class I,0.01,0.07,14.57,15.58,JPMorgan Diversified Fund Class I,JPMorgan,1080.0,9.8,2.05,3,2001-09-09,Blend,Large,0.93,15.71,2.12,4.0,1.41,9.8,1.98,7.89,5.56,10.63,-8.04,3.69,59.34,36.8,0.07,0.0,0.09,3.91,13.6,19.79,7.54,6.37,10.34,2.73,2.49,5.19,10.29,17.73,4.0,-1.4,1.2,97.87,7.43,0.88,5.5
1179,NVSCX,Wells Fargo Small Company Growth Fund - Class Admin,48.69,-1.68,-0.83,57.46,32.52,44.03412,49.135883,Wells Fargo Small Company Growth Fund - Class Admin,-0.83,-1.68,44.03,49.14,Wells Fargo Small Company Growth Fund - Class Admin,Wells Fargo Funds,1900.0,15.21,0.0,3,1994-11-10,Growth,Small,1.2,18.79,2.61,4.0,-1.92,15.21,5.85,15.1,7.74,17.39,-3.89,3.19,92.7,0.0,4.11,0.0,0.0,4.87,10.72,9.39,0.86,5.18,19.63,0.0,0.0,0.93,15.72,32.7,4.0,-2.03,1.35,77.06,16.53,0.86,10.22
1180,IILGX,Thrivent Global Stock Fund Class S,22.34,-0.13,-0.03,27.36,16.48,20.914412,23.183603,Thrivent Global Stock Fund Class S,-0.03,-0.13,20.91,23.18,Thrivent Large Cap Stock Fund Class S,Thrivent Funds,1790.0,11.54,1.43,3,1997-12-28,Blend,Large,0.65,14.65,2.13,3.0,0.99,11.54,2.16,9.99,6.68,12.19,-8.45,6.24,93.76,0.0,0.0,0.0,0.0,5.61,15.68,16.63,1.78,7.2,13.69,1.48,2.98,3.57,11.18,20.2,3.0,2.72,0.86,77.69,10.32,0.85,10.11
1181,TGCNX,TCW Select Equities Fund Class N,26.32,0.61,0.16,26.79,18.56,24.157648000000002,24.24294,TCW Select Equities Fund Class N,0.16,0.61,24.16,24.24,TCW Select Equities Fund Class N,TCW,907.84,19.14,0.0,3,1999-02-25,Growth,Large,1.0,30.9,6.27,3.0,3.62,19.14,16.67,17.06,12.31,16.19,1.95,1.72,98.28,0.0,0.0,0.0,0.0,0.0,14.49,20.93,2.73,4.7,10.97,0.0,5.44,0.94,8.77,31.02,4.0,2.11,1.11,76.54,13.69,1.13,14.17
1182,NSCRX,Nuveen NWQ Small-Cap Value Fund Class I,35.52,-2.74,-1.0,47.88,25.74,32.303528,39.314265999999996,Nuveen NWQ Small-Cap Value Fund Class I,-1.0,-2.74,32.3,39.31,Nuveen NWQ Small-Cap Value Fund Class I,Nuveen,603.6,13.25,0.0,3,2004-12-07,Blend,Small,1.01,14.04,1.33,3.0,-2.07,13.25,-7.17,7.04,4.77,16.51,-18.99,0.76,98.51,0.0,0.73,0.0,0.0,11.3,12.05,22.74,7.26,3.93,2.15,0.0,0.0,9.67,14.53,16.39,4.0,-8.57,1.29,66.89,16.92,0.41,4.45
